ID,Street,City,ZipCode,State,County,Proportion_60+,MedianIncome,Dist_from_GolfCourse,Dist_from_Lake,GatedCommunity,Pool,Priority,SolarPanels,XmasLights,GutterCleaning,WindowCleaning,SeniorCommunity,CensusYear,CensusBlock,FullFipsBlock,Trees,Latitude,Longitude,SquareFeet,NumStories,SoldPrice,SoldDate,YearBuilt,Bedrooms,Bathrooms,Comments
3857,2025 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.755458,-121.388161,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3858,2041 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.755935,-121.388167,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3859,2049 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.75603,-121.388168,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3860,2065 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.756538,-121.388278,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3861,2073 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.756614,-121.3883,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3862,2089 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.75709,-121.388486,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3863,2097 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.757167,-121.38851,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3864,2113 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.757642,-121.388694,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3865,2121 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.757722,-121.388723,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3866,2137 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.758194,-121.388877,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3867,2145 SILVER SPRUCE DR,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,1018,60610213271018,,38.758274,-121.388887,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3868,AFTERLIGHT LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3869,COMPASS,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3870,DAYLIGHT,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3871,DUSK LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3872,EARTHLIGHT LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3873,ELEMENT LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3874,EQUATOR LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3875,FIELDVIEW LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3876,GEMINI LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3877,HEMISPHERE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3878,JUNO LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3879,LEO LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3880,MOONRAKER LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3881,ORBITAL LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3882,OVERJOY LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3883,SILVER SPRUCE DRIVE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3884,SOLAIRE DRIVE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3885,SPLENDOR LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3886,STARBURST,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3887,STARRY NIGHT,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3888,SUNGATE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3889,TAURAS LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3890,UNIVERSAL,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3891,VOYAGER COURT,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3892,ZODIAC LANE,ROSEVILLE,95747,CA,Placer County,0.183,89082.0,,,T,,3,T,T,,T,Heritage Solaire,2021,3014,60610210443014,,38.779875,-121.335559,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3893,LEAVELL LANE,LINCOLN,95648,CA,Placer County,0.018,88734.0,,,T,,3,T,T,,T,Esplanade at Turkey Creek,2021,4028,60610213044028,,38.892358,-121.276388,,,,,,,,all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3894,511 PRIMA CT,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,1018,60170307111018,,38.638281,-121.077339,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3895,517 PRIMA CT,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,1018,60170307111018,,38.638022,-121.076896,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3896,510 PRIMA CT,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,1018,60170307111018,,38.637872,-121.077752,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3897,976 PRIMA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,1018,60170307111018,,38.637725,-121.07756,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3898,516 PRIMA CT,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,1018,60170307111018,,38.637623,-121.077165,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3899,7096 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3900,7092 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3901,7086 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3902,7082 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3903,7076 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3904,7072 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3905,7068 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3906,7062 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3907,7054 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3908,7046 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3909,7042 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3910,7036 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3911,7030 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3912,7024 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3913,7020 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3914,7014 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3915,7010 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3916,7004 DE LA VINA DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3917,6003 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3918,6013 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3919,6015 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3920,6023 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3921,6029 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3922,6033 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3923,6039 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3924,6043 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3925,6049 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3926,6055 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3927,6059 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3928,6065 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3929,6071 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
3930,6075 HOT SPRINGS DR,EL DORADO HILLS,95762,CA,El Dorado County,0.035,156.0,,,T,,4,T,T,,T,Heritage El Dorado Hills,2021,2002,60170307102002,,38.686847,-121.044846,,,,,,,,homes in heritage el dorado hills have pg&e which means they have some of the highest electric rates in california. meaning it does make a lot of financial sense to clean solar panels when you live in el dorado hills and have pg&e as your utility. all homes in this community have solar panels. this is a new home development community so it gets very dusty and makes solar panels and windows dirtier faster.
